2016-05-26 21:56:00,609 [MainThread:6912] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-05-26 21:56:18,809 [MainThread:9576] [django.db.backends.schema:101] [schema:execute] [DEBUG]- ALTER TABLE `django_content_type` MODIFY `name` varchar(100) NULL; (params [])
2016-05-26 21:56:18,825 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.012) ALTER TABLE `django_content_type` MODIFY `name` varchar(100) NULL; args=[]
2016-05-26 21:56:18,842 [MainThread:9576] [django.db.backends.schema:101] [schema:execute] [DEBUG]- ALTER TABLE `django_content_type` DROP COLUMN `name` CASCADE; (params [])
2016-05-26 21:56:18,857 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.011) ALTER TABLE `django_content_type` DROP COLUMN `name` CASCADE; args=[]
2016-05-26 21:56:18,861 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SHOW FULL TABLES; args=None
2016-05-26 21:56:18,865 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) INSERT INTO `django_migrations` (`app`, `name`, `applied`) VALUES ('contenttypes', '0002_remove_content_type_name', '2016-05-26 13:56:18'); args=['contenttypes', u'0002_remove_content_type_name', u'2016-05-26 13:56:18']
2016-05-26 21:56:18,885 [MainThread:9576] [django.db.backends.schema:101] [schema:execute] [DEBUG]- ALTER TABLE `auth_permission` MODIFY `name` varchar(255) NOT NULL; (params [])
2016-05-26 21:56:18,901 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.012) ALTER TABLE `auth_permission` MODIFY `name` varchar(255) NOT NULL; args=[]
2016-05-26 21:56:18,904 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SHOW FULL TABLES; args=None
2016-05-26 21:56:18,907 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) INSERT INTO `django_migrations` (`app`, `name`, `applied`) VALUES ('auth', '0002_alter_permission_name_max_length', '2016-05-26 13:56:18'); args=['auth', u'0002_alter_permission_name_max_length', u'2016-05-26 13:56:18']
2016-05-26 21:56:18,930 [MainThread:9576] [django.db.backends.schema:101] [schema:execute] [DEBUG]- ALTER TABLE `auth_user` MODIFY `email` varchar(254) NOT NULL; (params [])
2016-05-26 21:56:18,944 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.012) ALTER TABLE `auth_user` MODIFY `email` varchar(254) NOT NULL; args=[]
2016-05-26 21:56:18,948 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SHOW FULL TABLES; args=None
2016-05-26 21:56:18,953 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.003) INSERT INTO `django_migrations` (`app`, `name`, `applied`) VALUES ('auth', '0003_alter_user_email_max_length', '2016-05-26 13:56:18'); args=['auth', u'0003_alter_user_email_max_length', u'2016-05-26 13:56:18']
2016-05-26 21:56:18,979 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SHOW FULL TABLES; args=None
2016-05-26 21:56:18,983 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) INSERT INTO `django_migrations` (`app`, `name`, `applied`) VALUES ('auth', '0004_alter_user_username_opts', '2016-05-26 13:56:18'); args=['auth', u'0004_alter_user_username_opts', u'2016-05-26 13:56:18']
2016-05-26 21:56:19,003 [MainThread:9576] [django.db.backends.schema:101] [schema:execute] [DEBUG]- ALTER TABLE `auth_user` MODIFY `last_login` datetime NULL; (params [])
2016-05-26 21:56:19,017 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.012) ALTER TABLE `auth_user` MODIFY `last_login` datetime NULL; args=[]
2016-05-26 21:56:19,022 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SHOW FULL TABLES; args=None
2016-05-26 21:56:19,025 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) INSERT INTO `django_migrations` (`app`, `name`, `applied`) VALUES ('auth', '0005_alter_user_last_login_null', '2016-05-26 13:56:19'); args=['auth', u'0005_alter_user_last_login_null', u'2016-05-26 13:56:19']
2016-05-26 21:56:19,035 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SHOW FULL TABLES; args=None
2016-05-26 21:56:19,038 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) INSERT INTO `django_migrations` (`app`, `name`, `applied`) VALUES ('auth', '0006_require_contenttypes_0002', '2016-05-26 13:56:19'); args=['auth', u'0006_require_contenttypes_0002', u'2016-05-26 13:56:19']
2016-05-26 21:56:19,061 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SHOW FULL TABLES; args=None
2016-05-26 21:56:19,063 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) INSERT INTO `django_migrations` (`app`, `name`, `applied`) VALUES ('auth', '0007_alter_validators_add_error_messages', '2016-05-26 13:56:19'); args=['auth', u'0007_alter_validators_add_error_messages', u'2016-05-26 13:56:19']
2016-05-26 21:56:19,072 [MainThread:9576] [django.db.backends.schema:101] [schema:execute] [DEBUG]- CREATE TABLE `django_session` (`session_key` varchar(40) NOT NULL PRIMARY KEY, `session_data` longtext NOT NULL, `expire_date` datetime NOT NULL); (params None)
2016-05-26 21:56:19,081 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.004) CREATE TABLE `django_session` (`session_key` varchar(40) NOT NULL PRIMARY KEY, `session_data` longtext NOT NULL, `expire_date` datetime NOT NULL); args=None
2016-05-26 21:56:19,088 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT engine FROM information_schema.tables WHERE table_name = 'django_session'; args=[u'django_session']
2016-05-26 21:56:19,091 [MainThread:9576] [django.db.backends.schema:101] [schema:execute] [DEBUG]- CREATE INDEX `django_session_de54fa62` ON `django_session` (`expire_date`); (params [])
2016-05-26 21:56:19,105 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.012) CREATE INDEX `django_session_de54fa62` ON `django_session` (`expire_date`); args=[]
2016-05-26 21:56:19,111 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SHOW FULL TABLES; args=None
2016-05-26 21:56:19,114 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) INSERT INTO `django_migrations` (`app`, `name`, `applied`) VALUES ('sessions', '0001_initial', '2016-05-26 13:56:19'); args=['sessions', u'0001_initial', u'2016-05-26 13:56:19']
2016-05-26 21:56:19,121 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SHOW FULL TABLES; args=None
2016-05-26 21:56:19,124 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2016-05-26 21:56:19,128 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'logentry' AND `django_content_type`.`app_label` = 'admin'); args=('logentry', 'admin')
2016-05-26 21:56:19,134 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'logentry' AND `django_content_type`.`app_label` = 'admin'); args=('logentry', 'admin')
2016-05-26 21:56:19,141 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) INSERT INTO `django_content_type` (`app_label`, `model`) VALUES ('admin', 'logentry'); args=['admin', 'logentry']
2016-05-26 21:56:19,148 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON (`auth_permission`.`content_type_id` = `django_content_type`.`id`) WHERE `auth_permission`.`content_type_id` IN (1) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(1,)
2016-05-26 21:56:19,155 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) INSERT INTO `auth_permission` (`name`, `content_type_id`, `codename`) VALUES ('Can add log entry', 1, 'add_logentry'), ('Can change log entry', 1, 'change_logentry'), ('Can delete log entry', 1, 'delete_logentry'); args=(u'Can add log entry', 1, u'add_logentry', u'Can change log entry', 1, u'change_logentry', u'Can delete log entry', 1, u'delete_logentry')
2016-05-26 21:56:19,164 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'admin'; args=('admin',)
2016-05-26 21:56:19,171 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'permission' AND `django_content_type`.`app_label` = 'auth'); args=('permission', 'auth')
2016-05-26 21:56:19,177 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'permission' AND `django_content_type`.`app_label` = 'auth'); args=('permission', 'auth')
2016-05-26 21:56:19,188 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) INSERT INTO `django_content_type` (`app_label`, `model`) VALUES ('auth', 'permission'); args=['auth', 'permission']
2016-05-26 21:56:19,194 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'group' AND `django_content_type`.`app_label` = 'auth'); args=('group', 'auth')
2016-05-26 21:56:19,200 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'group' AND `django_content_type`.`app_label` = 'auth'); args=('group', 'auth')
2016-05-26 21:56:19,207 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) INSERT INTO `django_content_type` (`app_label`, `model`) VALUES ('auth', 'group'); args=['auth', 'group']
2016-05-26 21:56:19,213 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'user' AND `django_content_type`.`app_label` = 'auth'); args=('user', 'auth')
2016-05-26 21:56:19,219 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'user' AND `django_content_type`.`app_label` = 'auth'); args=('user', 'auth')
2016-05-26 21:56:19,226 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) INSERT INTO `django_content_type` (`app_label`, `model`) VALUES ('auth', 'user'); args=['auth', 'user']
2016-05-26 21:56:19,233 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON (`auth_permission`.`content_type_id` = `django_content_type`.`id`) WHERE `auth_permission`.`content_type_id` IN (2, 3, 4) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(2, 3, 4)
2016-05-26 21:56:19,240 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) INSERT INTO `auth_permission` (`name`, `content_type_id`, `codename`) VALUES ('Can add permission', 2, 'add_permission'), ('Can change permission', 2, 'change_permission'), ('Can delete permission', 2, 'delete_permission'), ('Can add group', 3, 'add_group'), ('Can change group', 3, 'change_group'), ('Can delete group', 3, 'delete_group'), ('Can add user', 4, 'add_user'), ('Can change user', 4, 'change_user'), ('Can delete user', 4, 'delete_user'); args=(u'Can add permission', 2, u'add_permission', u'Can change permission', 2, u'change_permission', u'Can delete permission', 2, u'delete_permission', u'Can add group', 3, u'add_group', u'Can change group', 3, u'change_group', u'Can delete group', 3, u'delete_group', u'Can add user', 4, u'add_user', u'Can change user', 4, u'change_user', u'Can delete user', 4, u'delete_user')
2016-05-26 21:56:19,256 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'auth'; args=('auth',)
2016-05-26 21:56:19,262 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'contenttype' AND `django_content_type`.`app_label` = 'contenttypes'); args=('contenttype', 'contenttypes')
2016-05-26 21:56:19,267 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'contenttype' AND `django_content_type`.`app_label` = 'contenttypes'); args=('contenttype', 'contenttypes')
2016-05-26 21:56:19,275 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) INSERT INTO `django_content_type` (`app_label`, `model`) VALUES ('contenttypes', 'contenttype'); args=['contenttypes', 'contenttype']
2016-05-26 21:56:19,280 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON (`auth_permission`.`content_type_id` = `django_content_type`.`id`) WHERE `auth_permission`.`content_type_id` IN (5) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(5,)
2016-05-26 21:56:19,289 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) INSERT INTO `auth_permission` (`name`, `content_type_id`, `codename`) VALUES ('Can add content type', 5, 'add_contenttype'), ('Can change content type', 5, 'change_contenttype'), ('Can delete content type', 5, 'delete_contenttype'); args=(u'Can add content type', 5, u'add_contenttype', u'Can change content type', 5, u'change_contenttype', u'Can delete content type', 5, u'delete_contenttype')
2016-05-26 21:56:19,299 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'contenttypes'; args=('contenttypes',)
2016-05-26 21:56:19,306 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'session' AND `django_content_type`.`app_label` = 'sessions'); args=('session', 'sessions')
2016-05-26 21:56:19,312 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'session' AND `django_content_type`.`app_label` = 'sessions'); args=('session', 'sessions')
2016-05-26 21:56:19,318 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) INSERT INTO `django_content_type` (`app_label`, `model`) VALUES ('sessions', 'session'); args=['sessions', 'session']
2016-05-26 21:56:19,325 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON (`auth_permission`.`content_type_id` = `django_content_type`.`id`) WHERE `auth_permission`.`content_type_id` IN (6) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(6,)
2016-05-26 21:56:19,334 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) INSERT INTO `auth_permission` (`name`, `content_type_id`, `codename`) VALUES ('Can add session', 6, 'add_session'), ('Can change session', 6, 'change_session'), ('Can delete session', 6, 'delete_session'); args=(u'Can add session', 6, u'add_session', u'Can change session', 6, u'change_session', u'Can delete session', 6, u'delete_session')
2016-05-26 21:56:19,342 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'sessions'; args=('sessions',)
2016-05-26 21:56:19,348 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'bundle' AND `django_content_type`.`app_label` = 'MyApp'); args=('bundle', 'MyApp')
2016-05-26 21:56:19,355 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'bundle' AND `django_content_type`.`app_label` = 'MyApp'); args=('bundle', 'MyApp')
2016-05-26 21:56:19,361 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) INSERT INTO `django_content_type` (`app_label`, `model`) VALUES ('MyApp', 'bundle'); args=['MyApp', 'bundle']
2016-05-26 21:56:19,365 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'comment' AND `django_content_type`.`app_label` = 'MyApp'); args=('comment', 'MyApp')
2016-05-26 21:56:19,371 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'comment' AND `django_content_type`.`app_label` = 'MyApp'); args=('comment', 'MyApp')
2016-05-26 21:56:19,378 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) INSERT INTO `django_content_type` (`app_label`, `model`) VALUES ('MyApp', 'comment'); args=['MyApp', 'comment']
2016-05-26 21:56:19,384 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'commentlocation' AND `django_content_type`.`app_label` = 'MyApp'); args=('commentlocation', 'MyApp')
2016-05-26 21:56:19,391 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'commentlocation' AND `django_content_type`.`app_label` = 'MyApp'); args=('commentlocation', 'MyApp')
2016-05-26 21:56:19,397 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) INSERT INTO `django_content_type` (`app_label`, `model`) VALUES ('MyApp', 'commentlocation'); args=['MyApp', 'commentlocation']
2016-05-26 21:56:19,403 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'scan' AND `django_content_type`.`app_label` = 'MyApp'); args=('scan', 'MyApp')
2016-05-26 21:56:19,408 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'scan' AND `django_content_type`.`app_label` = 'MyApp'); args=('scan', 'MyApp')
2016-05-26 21:56:19,414 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) INSERT INTO `django_content_type` (`app_label`, `model`) VALUES ('MyApp', 'scan'); args=['MyApp', 'scan']
2016-05-26 21:56:19,420 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'scanlocation' AND `django_content_type`.`app_label` = 'MyApp'); args=('scanlocation', 'MyApp')
2016-05-26 21:56:19,430 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'scanlocation' AND `django_content_type`.`app_label` = 'MyApp'); args=('scanlocation', 'MyApp')
2016-05-26 21:56:19,436 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) INSERT INTO `django_content_type` (`app_label`, `model`) VALUES ('MyApp', 'scanlocation'); args=['MyApp', 'scanlocation']
2016-05-26 21:56:19,443 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON (`auth_permission`.`content_type_id` = `django_content_type`.`id`) WHERE `auth_permission`.`content_type_id` IN (8, 9, 10, 11, 7) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(8, 9, 10, 11, 7)
2016-05-26 21:56:19,451 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) INSERT INTO `auth_permission` (`name`, `content_type_id`, `codename`) VALUES ('Can add bundle', 7, 'add_bundle'), ('Can change bundle', 7, 'change_bundle'), ('Can delete bundle', 7, 'delete_bundle'), ('Can add comment', 8, 'add_comment'), ('Can change comment', 8, 'change_comment'), ('Can delete comment', 8, 'delete_comment'), ('Can add comment location', 9, 'add_commentlocation'), ('Can change comment location', 9, 'change_commentlocation'), ('Can delete comment location', 9, 'delete_commentlocation'), ('Can add scan', 10, 'add_scan'), ('Can change scan', 10, 'change_scan'), ('Can delete scan', 10, 'delete_scan'), ('Can add scan location', 11, 'add_scanlocation'), ('Can change scan location', 11, 'change_scanlocation'), ('Can delete scan location', 11, 'delete_scanlocation'); args=(u'Can add bundle', 7, u'add_bundle', u'Can change bundle', 7, u'change_bundle', u'Can delete bundle', 7, u'delete_bundle', u'Can add comment', 8, u'add_comment', u'Can change comment', 8, u'change_comment', u'Can delete comment', 8, u'delete_comment', u'Can add comment location', 9, u'add_commentlocation', u'Can change comment location', 9, u'change_commentlocation', u'Can delete comment location', 9, u'delete_commentlocation', u'Can add scan', 10, u'add_scan', u'Can change scan', 10, u'change_scan', u'Can delete scan', 10, u'delete_scan', u'Can add scan location', 11, u'add_scanlocation', u'Can change scan location', 11, u'change_scanlocation', u'Can delete scan location', 11, u'delete_scanlocation')
2016-05-26 21:56:19,476 [MainThread:9576] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'MyApp'; args=('MyApp',)
2016-05-26 21:57:34,334 [MainThread:2152] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-05-26 21:57:34,367 [MainThread:2152] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-05-26 21:57:34,368 [MainThread:2152] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`username` = 'administrator'; args=(u'administrator',)
2016-05-26 21:57:37,956 [MainThread:2152] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`username` = 'admin'; args=('admin',)
2016-05-26 21:58:06,829 [MainThread:2152] [django.db.backends:89] [utils:execute] [DEBUG]- (0.015) INSERT INTO `auth_user` (`password`, `last_login`, `is_superuser`, `username`, `first_name`, `last_name`, `email`, `is_staff`, `is_active`, `date_joined`) VALUES ('pbkdf2_sha256$24000$usrUXuPcsCRk$WCjUbl/+BFlNC4REn1C0a1F2qd7VqL/xdkUUGDaJUj0=', NULL, 1, 'admin', '', '', 'admin@local.com', 1, 1, '2016-05-26 13:58:06'); args=[u'pbkdf2_sha256$24000$usrUXuPcsCRk$WCjUbl/+BFlNC4REn1C0a1F2qd7VqL/xdkUUGDaJUj0=', None, True, 'admin', u'', u'', u'admin@local.com', True, True, u'2016-05-26 13:58:06']
